id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
101538,181,FALSE,The synthesized health records were derived from a real patient database using direct extraction methods.,"synthetic data, health records, dataset generation","Contradicts passage which states records were fabricated synthetic data, not directly extracted from real patients.","data-prep,feature-engineering,rag",3,Prepping Data for AI
101539,181,half-true,Synthetic health records can fully replicate real clinical datasets for model training without privacy risk.,synthetic dataset of fabricated health records for privacy-conscious AI,Mixes correct privacy-preserving intent with incorrect claim of fully replicating real data fidelity and utility.,"data-prep,feature-engineering,rag",3,Prepping Data for AI
101540,8,mostly-true,Open-source red-team exercises broadly improve AI system defenses by exposing flaws early.,red-team exercises with open-source tools,"Supported by passage: red and blue teams use open-source tools to surface flaws early, though specifics omitted.","security,red-team,guardrails",8,Breaking-Securing AI
101541,8,half-true,Open-source red-team tools both expose many flaws and always enable faster fixes.,"open-source tools, Red Team, Blue Team workflow","Accurately notes flaw exposure by red teams and openness, but incorrectly asserts fixes are always faster.","security,red-team,guardrails",8,Breaking-Securing AI
101542,8,TRUE,Red Teams use real-world tactics while Blue Teams patch and strengthen AI systems.,red-team and Blue Team roles in breaking-securing AI,"Passage explicitly states Red Team employs real-world tactics and Blue Team patches, validates, strengthens systems.","security,red-team,guardrails",8,Breaking-Securing AI
101543,172,half-true,SSL training by masking tokens always yields models that fully learn semantic meaning.,Masked Language Modeling (MLM) SSL on text corpora,Overstates outcome: masking helps learn grammar and context but doesn't guarantee full semantic understanding across corpora.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101544,172,FALSE,Self-supervised learning cannot learn grammar or context from masked token prediction.,Masked Language Modeling (MLM) in SSL,"Contradicts passage claiming MLM enables models to absorb grammar, context, and meaning via token prediction.","machine-learning,classification,evaluation",4,Classical Machine Learning
101545,172,barely-true,Self-supervised learning always lets models fully understand meaning just by masking words.,Masked Language Modeling (MLM) self-supervised training,Overstates capability: MLM learns patterns and context but does not guarantee full semantic understanding or complete meaning recovery.,"machine-learning,classification,evaluation",4,Classical Machine Learning
101546,16,barely-true,The network genuinely learns digit-recognition from a single training step on one batch of 64 images.,"conv1, conv2, ReLU, max pooling, single batch of 64",Overreaches: single step/batch only initializes filters and cannot reliably train digit-recognition.,"neural-networks,cnn,transformers",6,Neuron Building Blocks
101547,16,TRUE,The network uses two convolutional layers with ReLU and max pooling before a final fully connected digit classifier.,conv1 and conv2 convolutional layers in a CNN,"Describes architecture exactly: conv1 (8 filters), conv2 (16), ReLU and max pooling, then flattened fully connected classifier for digits.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101548,16,TRUE,The network's conv1 uses 8 filters and conv2 uses 16 filters with ReLU and max pooling.,"CNN architecture visualization for digit classification (conv1, conv2, ReLU, pooling)","Passage explicitly states conv1 has 8 filters, conv2 16, with ReLU activations and max pooling.","neural-networks,cnn,transformers",6,Neuron Building Blocks
101549,51,FALSE,Agentic AI systems are stable and rarely require adaptation to new models or modalities.,model interoperability and multimodal tools,"Contradicts passage: models and modalities rapidly change, requiring insulation and ongoing adaptation.","agentic-ai,planning,tools",12,Agentic AI
101550,51,mostly-true,Developers can largely future-proof apps by using modular tool-based agent architectures to swap models easily.,agentic AI tool-based architectures for model modularity,"Passage supports modular approaches and tool use for insulating apps, though it omits engineering complexity and trade-offs.","agentic-ai,planning,tools",12,Agentic AI
101551,51,mostly-true,Developers should use model-agnostic architectures to adapt as generative AI models evolve rapidly.,agentic-ai model-agnostic architecture for multimodal models,Broadly supported by passage urging insulation from rapid model changes while enabling experimentation; minor implementation details omitted.,"agentic-ai,planning,tools",12,Agentic AI
101552,52,pants-fire,The model fabricated Jerry's voice from scratch without any real audio samples.,transcription code using processor and model for audio files,Contradicts passage which transcribes provided Jerry audio files; assumes nonexistent fabrication step.,"media-forensics,voice-cloning,deepfake",9,Deepfake Defense
101553,52,TRUE,The code transcribes audio files to text using a 16 kHz ASR processor and model.,speech-to-text preprocessing with processor and model,"Code shows librosa at 16 kHz, processor inputs, model.generate, and saved CSV transcriptions.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
101554,52,TRUE,The code transcribes Jerry's audio files to text using a speech model and processor.,"transcription script using processor, model, and librosa","Transcription loop decodes model.generate outputs, storing filename and transcription and saving results to CSV.","media-forensics,voice-cloning,deepfake",9,Deepfake Defense
101555,61,mostly-true,Fine-tuning models typically improves accuracy beyond simple pre-trained classifiers.,"evaluation_metrics (accuracy, precision, recall) and pre-trained models","Passage says moving beyond pre-trained models to fine-tuning will help push accuracy higher, a broadly supported caveat.","machine-learning,classification,evaluation",4,Classical Machine Learning
